213.000 & -5.373 & -4.778 & -2.865 & -1.042 & -5.500
214.000 & -5.425 & -4.452 & -3.174 & -0.944 & -5.400
215.000 & -5.476 & -4.126 & -3.483 & -0.845 & -5.300
216.000 & -5.331 & -3.765 & -3.888 & -1.005 & -5.400
217.000 & -5.383 & -3.439 & -4.197 & -0.906 & -5.300
218.000 & -5.416 & -2.993 & -4.654 & -0.807 & -5.200
219.000 & -5.864 & -4.296 & -2.946 & -1.111 & -5.300
220.000 & -5.729 & -4.190 & -3.180 & -1.071 & -5.400
221.000 & -5.509 & -3.735 & -3.678 & -1.343 & -5.500
222.000 & -5.493 & -3.089 & -4.514 & -1.191 & -5.400
223.000 & -5.868 & -4.435 & -2.754 & -1.469 & -5.500
224.000 & -5.983 & -4.061 & -3.312 & -1.405 & -5.400
225.000 & -6.016 & -3.615 & -3.769 & -1.307 & -5.300
226.000 & -5.813 & -3.430 & -4.070 & -1.306 & -5.400
227.000 & -5.864 & -3.104 & -4.379 & -1.208 & -5.300
228.000 & -6.148 & -3.767 & -3.331 & -1.250 & -5.400
229.000 & -5.999 & -3.424 & -3.734 & -1.392 & -5.500
230.000 & -5.798 & -3.244 & -4.030 & -1.371 & -5.600
231.000 & -5.831 & -2.799 & -4.487 & -1.273 & -5.500
232.000 & -6.126 & -3.626 & -3.461 & -1.156 & -5.600
233.000 & -5.886 & -3.170 & -3.959 & -1.446 & -5.700
234.000 & -5.622 & -4.184 & -3.826 & -0.899 & -5.600
235.000 & -5.674 & -3.858 & -4.135 & -0.801 & -5.500
236.000 & -5.726 & -3.531 & -4.444 & -0.702 & -5.400
